      Gx      Gy      Gz     Rot. sign
   14538  -23202  -17999           1
   17052  -22766  -16265           1
   19496  -21963  -14532           1
   21828  -20818  -12798           1
   24009  -19360  -11064           1
   26003  -17618   -9330           1
   27780  -15626   -7597           1
   29313  -13417   -5863           1
   30577  -11028   -4129           1
   31555   -8497   -2396           1
   32231   -5863    -662           1
   32596   -3166    1071           1
   32643    -447    2805           1
   32373    2249    4538           1
   31787    4885    6272           1
   30896    7417    8006           1
   29710    9803    9739           1
   28247   12004   11473           1
   26529   13978   13207           1
   24582   15689   14940           1
   22435   17096   16674           1
   20122   18163   18408           1
   17681   18850   20142           1
   15154   19117   21875           1
   12588   18915   23609           1
   10031   18186   25343           1
    7540   16842   27076           1
    5173   14726   28810           1
    2989   11479   30544           1
     963    5557   32277           1
    4428   -7439   31602          -1
    5906  -12109   29868          -1
    6084  -15654   28135          -1
    5504  -18610   26401          -1
    4379  -21118   24667          -1
    2833  -23231   22933          -1
     955  -24966   21200          -1
   -1181  -26331   19466          -1
   -3516  -27328   17732          -1
   -5990  -27960   15999          -1
   -8553  -28231   14265          -1
  -11153  -28146   12531          -1
  -13745  -27715   10798          -1
  -16284  -26950    9064          -1
  -18728  -25868    7330          -1
  -21038  -24489    5596          -1
  -23178  -22836    3863          -1
  -25116  -20935    2129          -1
  -26822  -18816     395          -1
  -28270  -16511   -1337          -1
  -29438  -14057   -3071          -1
  -30307  -11490   -4805          -1
  -30863   -8851   -6539          -1
  -31097   -6179   -8272          -1
  -31002   -3520  -10006          -1
  -30577    -916  -11740          -1
  -29826    1587  -13473          -1
  -28755    3942  -15207          -1
  -27375    6103  -16941          -1
  -25701    8020  -18674          -1
  -23752    9641  -20408          -1
  -21548   10911  -22142          -1
  -19110   11764  -23876          -1
  -16456   12123  -25609          -1
  -13597   11879  -27343          -1
  -10511   10848  -29077          -1
   -7068    8625  -30810          -1
   -2162    3138  -32544          -1
   10069   -1615  -31139          -1
   14414   -1097  -29405           1
   17547     125  -27672           1
   19940    1804  -25938           1
   21755    3809  -24204           1
   23067    6049  -22471           1
   23921    8450  -20737           1
   24344   10950  -19003           1
   24359   13491  -17269           1
   23989   16024  -15536           1
   23256   18501  -13802           1
   22182   20879  -12068           1
   20794   23117  -10335           1
   19120   25181   -8601           1
   17190   27037   -6867           1
   15036   28656   -5134           1
   12694   30016   -3400           1
   10200   31094   -1666           1
    7594   31874      67           1
    4914   32346    1800           1
    2202   32501    3534           1
    -499   32336    5268           1
   -3149   31854    7001           1
   -5705   31061    8735           1
   -8125   29967   10469           1
  -10367   28588   12202           1
  -12389   26943   13936           1
  -14151   25056   15670           1
  -15612   22957   17404           1
  -16731   20675   19137           1
  -17464   18249   20871           1
  -17767   15716   22605           1
  -17581   13121   24338           1
  -16836   10509   26072           1
  -15416    7926   27806           1
  -13105    5414   29540           1
   -9316    2970   31273           1
    2110    1151   32678          -1
    9853    4358   30944          -1
   14027    4857   29211          -1
   17294    4421   27477          -1
   19988    3372   25743          -1
   22219    1871   24010          -1
   24029      22   22276          -1
   25441   -2095   20542          -1
   26465   -4414   18809          -1
   27107   -6875   17075          -1
   27377   -9423   15341          -1
   27282  -12007   13607          -1
   26834  -14580   11874          -1
   26048  -17097   10140          -1
   24942  -19516    8406          -1
   23537  -21798    6673          -1
   21856  -23907    4939          -1
   19929  -25811    3205          -1
   17785  -27480    1472          -1
   15457  -28890    -261          -1
   12982  -30019   -1995          -1
   10397  -30849   -3729          -1
    7741  -31367   -5462          -1
    5056  -31564   -7196          -1
    2385  -31436   -8930          -1
    -228  -30982  -10663          -1
   -2740  -30207  -12397          -1
   -5106  -29118  -14131          -1
   -7279  -27730  -15865          -1
   -9212  -26059  -17598          -1
  -10858  -24125  -19332          -1
  -12165  -21952  -21066          -1
  -13076  -19566  -22799          -1
  -13526  -16994  -24533          -1
  -13429  -14260  -26267          -1
  -12655  -11378  -28000          -1
  -10966   -8322  -29734          -1
   -7708   -4898  -31468          -1
    1856    6083  -32143          -1
    2579   11926  -30410           1
    2053   15720  -28676           1
     872   18628  -26942           1
    -759   20918  -25209           1
   -2723   22697  -23475           1
   -4930   24013  -21741           1
   -7311   24897  -20007           1
   -9803   25369  -18274           1
  -12350   25446  -16540           1
  -14902   25146  -14806           1
  -17410   24487  -13073           1
  -19832   23489  -11339           1
  -22127   22176   -9605           1
  -24258   20573   -7871           1
  -26191   18708   -6138           1
  -27896   16614   -4404           1
  -29348   14324   -2670           1
  -30525   11872    -937           1
  -31409    9298     796           1
  -31986    6641    2530           1
  -32248    3941    4263           1
  -32189    1239    5997           1
  -31810   -1420    7731           1
  -31114   -3995    9465           1
  -30112   -6444   11198           1
  -28815   -8722   12932           1
  -27243  -10788   14666           1
  -25416  -12598   16399           1
  -23362  -14108   18133           1
  -21110  -15275   19867           1
  -18693  -16051   21600           1
  -16148  -16382   23334           1
  -13513  -16205   25068           1
  -10828  -15429   26802           1
   -8125  -13905   28535           1
   -5409  -11321   30269           1
   -2495   -6576   32003           1
   -2573    6457   32021          -1
